Country,Year,Ministry Or Department,Additional Info,Pay  (UOM:INR(IndianRupees)),Dearness Allowance (UOM:INR(IndianRupees)),House Rent Allowance (UOM:INR(IndianRupees)),Compensatory City Allowance (Cca) (UOM:INR(IndianRupees)),Overtime Allowance (Ota) (UOM:INR(IndianRupees)),Others (UOM:INR(IndianRupees)),Travel Allowances (UOM:INR(IndianRupees)),Bonus (UOM:INR(IndianRupees)),Honorarium (UOM:INR(IndianRupees)),Encashment Of Earned Leave(El) (UOM:INR(IndianRupees)),Transport (UOM:INR(IndianRupees))
India,"Financial Year (Apr - Mar), 2005","EDUCATION ( ELEMENTARY , SECONDAY AND HIHGER SEC . )",,20.67,4.27,2.33,0.36,0.52,1.23,1.12,0.33,0.11,0.17,0.27
India,"Financial Year (Apr - Mar), 2009",PUBLIC ENTERPRISES,,3.15,0.63,0.47,,0.02,0.08,0.44,0.02,0,0.09,0.28
India,"Financial Year (Apr - Mar), 2021",WATER RESOURCES AND RIVER DEVELOPMENT AND GANGA REJUVENATION,,590.34,150.54,64.94,,0.03,36.88,34.88,4.97,1.05,9.78,38.28
India,"Financial Year (Apr - Mar), 2008",FOOD PROCESSING INDUSTRIES,,4.35,0.95,0.42,0.08,0.04,0.51,1.02,0.03,0.03,0.37,0.24
India,"Financial Year (Apr - Mar), 2015",LABOUR AND EMPLOYMENT,,152.53,175.42,18.48,,0.15,27.82,16.11,1.61,6.12,4.71,15.17
India,"Financial Year (Apr - Mar), 2019",FOOD PROCESSING INDUSTRIES,,16.41,2.31,2.54,,0,1.84,1.74,0.23,0.23,0,1.62
India,"Financial Year (Apr - Mar), 2012",REVENUE,,2314.34,1534.8,395.75,,10.13,262.08,114.1,22.49,3.13,104.51,246.59
India,"Financial Year (Apr - Mar), 2019",NITI AYOG,,38.14,5.72,4.58,,0,3.4,5.18,0.32,0.99,2.52,3.33
India,"Financial Year (Apr - Mar), 2012",NEW AND RENEWABLE ENERGY,,7.8,5.54,1.07,,0.01,1.1,2.08,0.06,0.05,0,1.06
India,"Financial Year (Apr - Mar), 2005","SMALL SCALE INDUSTRIES , AGRO AND RURAL INDUSTRIES",,31.87,6.69,4.58,0.54,0.07,1.51,1.05,0.4,0.01,0.51,1.14
India,"Financial Year (Apr - Mar), 2020",INDUSTRIAL POLICY AND PROMOTION,,258.42,44,41.86,,0.02,13.34,1.93,1.19,0.54,9.44,23.54
India,"Financial Year (Apr - Mar), 2006",STEEL,,5.01,1.38,1.02,0.13,0.08,0.49,0.59,0.07,0.1,0.54,0.12
India,"Financial Year (Apr - Mar), 2020",AYUSH,,14.71,2.48,2.03,,0,1.17,0.85,0.23,0.04,0.38,1.19
India,"Financial Year (Apr - Mar), 2003",COMMERCE,,8024.23,4645.69,1040.05,163.53,130.47,579.47,319.47,108.67,21.23,130.93,156.54
India,"Financial Year (Apr - Mar), 2006",AGRICULTURAL RESEARCH AND EDUCATION,,0.67,0.18,0.08,0.01,0.01,0.02,0.13,0.01,0,0.05,0.02
India,"Financial Year (Apr - Mar), 2008",EARTH SCIENCES,,127.57,27.33,14.4,0.82,0.03,4.01,4.29,2.32,0.08,2.2,5.77
India,"Financial Year (Apr - Mar), 2017",DEVELOPMENT OF NE REGION,,20.08,1.01,2.44,,0,1.05,1.04,0.08,0.07,0.95,1.18
India,"Financial Year (Apr - Mar), 2021",INDIAN AUDIT AND ACCOUNTS DEPARTMENT,,2897.27,738.81,415.61,,0.06,200.62,166.12,18.72,3.46,100.77,196.45
India,"Financial Year (Apr - Mar), 2006",REVENUE,,1252.84,341.15,180.77,23.66,20.37,71.03,54.83,18.26,2.03,20.95,23.03
India,"Financial Year (Apr - Mar), 2012","MICRO , SMALL AND MEDIUM ENTERPRISES",,44.17,30.06,6.05,,0,8.58,2.14,0.34,0.67,1.01,6.72
India,"Financial Year (Apr - Mar), 2020",PRIME MINISTER'S OFFICE,,24.23,4.29,2.67,,0.01,2.23,0.29,0.14,0.08,0.02,1.86
India,"Financial Year (Apr - Mar), 2013",RURAL DEVELOPMENT,,11.35,9.88,2.03,,0,1.15,2.02,0.1,0.03,0.65,1.36
India,"Financial Year (Apr - Mar), 2021","ANIMAL HUSBANDRY , DAIRYING AND FISHERIES",,111.15,28.9,11.12,,0,9.13,2.64,1.22,0,2.29,8.41
India,"Financial Year (Apr - Mar), 2020",SCIENCE AND TECHNOLOGY,,244.97,41.94,30.98,,0,14.41,11.91,1.34,0.13,14.19,15.98
India,"Financial Year (Apr - Mar), 2016",TRIBAL AFFAIRS,,11.15,2.79,0.92,,0.02,1.08,0.7,0.08,0.05,0.06,0.82
India,"Financial Year (Apr - Mar), 2010",DEFENCE ( CIVIL ),,6748.01,2581.66,937.92,,493.78,737.94,285.12,112.79,2.7,124.47,628.61
India,"Financial Year (Apr - Mar), 2016",UNION PUBLIC SERVICE COMMISSION,,59.12,18.19,5.33,,0.01,13.6,0.45,1.06,2.82,4.32,6.53
India,"Financial Year (Apr - Mar), 2019",HOME AFFAIRS,,41301.88,5833.8,2636.69,,1.88,11347.16,2271.99,220.32,2.73,95.16,2461.66
India,"Financial Year (Apr - Mar), 2006",INDUSTRIAL POLICY AND PROMOTION,,30.94,8.57,4.72,0.73,0.37,1.61,2.03,0.57,0.1,0.61,0.84
India,"Financial Year (Apr - Mar), 2016",PARLIAMENTARY AFFAIRS,,7.82,2.13,0.97,,0.02,0.47,1.43,0.08,0.03,0.49,0.57
India,"Financial Year (Apr - Mar), 2009",STATISTICS AND PROGRAMME IMPLEMENTATION,,151,27.47,24.21,,0.15,6.65,10.6,1.05,0.96,3.54,10.05
India,"Financial Year (Apr - Mar), 2000",VICE PRESIDENT'S SECRETARIAT,,31,13.45,3.38,1.01,3.6,2.46,3.17,0.86,0,0,1.18
India,"Financial Year (Apr - Mar), 2005",INFORMATION AND BROADCASTING,,59.71,12.5,8.42,1.33,1,3.77,3.86,1.06,0.45,0.79,0.94
India,"Financial Year (Apr - Mar), 2013",COAL,,7.52,6.4,1.36,,0.02,1.02,1.8,0.15,0.11,0.68,1.13
India,"Financial Year (Apr - Mar), 2001",PETROLEUM AND NATURAL GAS,,216.49,97.83,22.05,3.15,5.52,14.84,12.9,4.52,0.27,4.72,3.59
India,"Financial Year (Apr - Mar), 2018",SCIENTIFIC AND INDUSTRIAL RESEARCH,,6.88,0.59,0.88,,0,0.54,0.33,0.05,0.02,0.4,0.44
India,"Financial Year (Apr - Mar), 2018",MINORITY AFFAIRS,,16.24,1.3,2.31,,0.01,23.86,10.93,0.07,0.07,0.1,0.85
India,"Financial Year (Apr - Mar), 2014",UNION PUBLIC SERVICE COMMISSION,,30.66,33.15,5.32,,0.1,5.23,1.45,0.34,1.8,2.58,6
India,"Financial Year (Apr - Mar), 2005",HEAVY INDUSTRY,,2.7,0.57,0.26,0.04,0.1,0.15,0.11,0.04,0.02,0,0.02
India,"Financial Year (Apr - Mar), 2012",AGRICULTURE AND COOPERATION,,93.6,65.04,14.65,,0.25,12.25,9.59,1.01,0.72,2.98,13.91
India,"Financial Year (Apr - Mar), 2017",TOURISM,,29.24,1.55,2.21,,0.01,3.85,0.7,0.23,0.08,0.09,1.79
India,"Financial Year (Apr - Mar), 2013",CIVIL AVIATION,,29.76,26.13,4.77,,0.02,1.05,4.47,0.23,0.05,0.08,4.65
India,"Financial Year (Apr - Mar), 2006",SOCIAL JUSTICE AND EMPOWERMENT,,8.59,2.37,0.76,0.13,0.13,0.62,1.64,0.12,0.01,0.25,0.08
India,"Financial Year (Apr - Mar), 2006",DEFENCE ( CIVIL ),,4002.73,1033.21,442.5,70.38,398.15,187.92,168.6,97.73,1.41,89.19,58.33
India,"Financial Year (Apr - Mar), 2013",LABOUR AND EMPLOYMENT,,150.23,128.16,16.63,,0.11,34.29,12.98,1.32,0.18,6.47,12.52
India,"Financial Year (Apr - Mar), 2010",PLANNING ( NITI AYOG ),,33.97,13.62,5.33,,0.14,3.49,7.37,0.21,0.17,0.02,3.92
India,"Financial Year (Apr - Mar), 2016",YOUTH AFFAIRS AND SPORTS,,16.19,3.96,1.37,,0,0.9,2.35,0.1,0.05,0.12,1.26
India,"Financial Year (Apr - Mar), 2014",WATER RESOURCES,,182.66,198.63,28.67,,0.28,30.08,19.98,2.09,0.61,6.48,19.51
India,"Financial Year (Apr - Mar), 2007",REVENUE,,1273.68,496.91,184.03,22.83,14.23,67.69,54.83,19,2.87,28.28,24.14
India,"Financial Year (Apr - Mar), 2012",POSTS,,3888.76,2663.07,554.28,,18.38,625.25,60.43,342.77,6.4,210.47,393.69
India,"Financial Year (Apr - Mar), 2017",CULTURE,,281.85,14.23,37.42,,0.03,14.06,11.73,1.75,0.48,9.92,18.73
India,"Financial Year (Apr - Mar), 2016",HIGHER EDUCATION,,50.05,15.38,4.37,,0.03,4.55,1.98,0.71,0.12,2.5,4.77
India,"Financial Year (Apr - Mar), 2003",LABOUR,,7420.17,3739.24,747.18,134,38.6,599.14,486.24,132.42,18.56,167.48,138.16
India,"Financial Year (Apr - Mar), 2000",SOCIAL JUSTICE AND EMPOWERMENT,,726.48,289.48,75.52,11.5,17.13,50.17,108.28,14.3,11.28,8.53,10.1
India,"Financial Year (Apr - Mar), 2008",WATER RESOURCES,,205.42,45.27,23.7,1.41,0.25,23.81,11.13,3.21,0.3,3.71,9.51
India,"Financial Year (Apr - Mar), 2021",SOCIAL JUSTICE AND EMPOWERMENT,,32.2,8.25,4.07,,0.02,2.84,1.78,0.19,0.16,0.55,2.53
India,"Financial Year (Apr - Mar), 2017",PUBLIC ENTERPRISES,,6.07,0.28,0.63,,0,0.45,0.3,0.03,0.03,0.08,0.42
India,"Financial Year (Apr - Mar), 2006",CORPORATE AFFAIRS,,21.88,6.04,1.94,0.32,0.11,1.43,1.34,0.36,0.11,0.55,0.2
India,"Financial Year (Apr - Mar), 2017",PETROLEUM AND NATURAL GAS,,18.71,0.95,1.83,,0,0.95,1.5,0.09,0.04,0.73,1.37
India,"Financial Year (Apr - Mar), 2003",REVENUE,,63516.84,36384.72,9203.41,1388.9,1441.41,4224.76,3752.26,1547.3,178.61,809.49,1395.04
India,"Financial Year (Apr - Mar), 2006",CULTURE,,74.53,20.85,9.37,1.35,0.82,6.71,5.26,2.25,0.17,2.06,0.92
India,"Financial Year (Apr - Mar), 2001",PUBLIC ENTERPRISES,,108.87,49.2,11.09,1.59,2.78,7.46,3.25,0.03,0,0,1.8
India,"Financial Year (Apr - Mar), 2005",PUBLIC ENTERPRISES,,1.6,0.34,0.16,0.02,0.06,0.09,0.06,0,0,0,0.01
India,"Financial Year (Apr - Mar), 2012",EXTERNAL AFFAIRS,Excluding missions abroad(*),79.98,55.5,15.38,,0.05,8.37,53.79,0.51,0.03,15.29,11.24
India,"Financial Year (Apr - Mar), 2019",INVESTMENT AND PUBLIC ASSET MANAGEMENT ( DIPAM ),,5.73,0.86,0.69,,0,0.66,1.08,0.02,0.02,0.24,0.35
India,"Financial Year (Apr - Mar), 2003",STEEL,,356.85,205.15,78.52,14.49,4.81,32.09,51.68,11.24,4.09,8.12,12.48
India,"Financial Year (Apr - Mar), 2000",MINES,,11479.04,4545.04,1676.32,259.98,40.16,435.34,1348.07,238.22,13.3,0.25,345.8
India,"Financial Year (Apr - Mar), 2012",SCHOOL EDUCATION AND LITERACY,,6.12,3.91,0.75,,0.1,0.2,0.97,0.1,0.05,0.65,1
India,"Financial Year (Apr - Mar), 2010",FOOD PROCESSING INDUSTRIES,,2.76,1.16,0.49,,0.01,0.49,1.35,0.05,0.07,0.55,0.28
India,"Financial Year (Apr - Mar), 2014",CIVIL AVIATION,,21.26,22.48,3.46,,0.01,1.72,3.58,0.16,0.09,0.16,3.61
India,"Financial Year (Apr - Mar), 2000",ANIMAL HUSBANDRY AND DAIRYING,,3018.75,1191.52,389.96,66.02,95.64,194.29,83.61,138.75,5.62,16.83,52.77
India,"Financial Year (Apr - Mar), 2020",POWER,,85.86,14.42,4,,0.01,5.12,10.21,0.28,0.1,4.19,6.28
India,"Financial Year (Apr - Mar), 2020",DRINKING WATER AND SANITATION,,10.34,1.94,1.37,,0,0.75,0.02,0.04,0.05,0.02,0.8
India,"Financial Year (Apr - Mar), 2021",PHARMACEUTICALS,,5.34,1.39,0.67,,0,0.31,0.18,0.02,0.02,0.65,0.42
India,"Financial Year (Apr - Mar), 2006",HEALTH AND FAMILY WELFARE,,331.11,91.43,33.11,4.9,1.05,29.68,10.5,4.3,0.4,9.93,2.98
India,"Financial Year (Apr - Mar), 2009",INDUSTRIAL POLICY AND PROMOTION,,66.46,13.77,7.39,,0.34,6.39,3.44,0.87,0.2,1.43,4.75
India,"Financial Year (Apr - Mar), 2001",MINES,,11114.32,5000.51,1625.18,255.25,28.17,363.33,1236.02,243.05,16.27,1.44,336.33
India,"Financial Year (Apr - Mar), 2016",HEALTH AND FAMILY WELFARE,,1174.22,332.25,115.22,,0.09,154.63,15.42,11.91,0.77,17.9,82.88
India,"Financial Year (Apr - Mar), 2020",PRESIDENT'S SECRETARIAT,,19.16,3.08,0.6,,0.03,1.43,0.12,0.12,0,0.65,1.47
India,"Financial Year (Apr - Mar), 2003",CIVIL AVIATION,,1087.82,633.13,131.71,23.42,26.11,79.44,156.55,26.43,19.09,17.72,21.56
India,"Financial Year (Apr - Mar), 2006",ENVIRONMENT AND FORESTS,,39.7,11.02,5.3,0.78,1.17,3.11,6.9,0.9,0.06,0.81,0.53
India,"Financial Year (Apr - Mar), 2002",SOCIAL JUSTICE AND EMPOWERMENT,,631.85,331.38,77.13,15.02,12.55,41.46,96.3,12.67,3.38,21.06,15.82
India,"Financial Year (Apr - Mar), 2003",FERTILIZERS,,217.99,127.85,22.48,3.42,4.94,16.89,35.6,4.6,1.82,0.35,3.51
India,"Financial Year (Apr - Mar), 2010",HOME AFFAIRS,,10236.7,4308.48,471.65,,0.56,2176.45,871.83,181.69,2.88,175.34,615.32
India,"Financial Year (Apr - Mar), 2019",EXPENDITURE,,79.02,11.7,9.1,,0.05,6.35,4.52,0.41,0.35,3.18,7.01
India,"Financial Year (Apr - Mar), 2000",WOMEN AND CHILD DEVELOPMENT,,492.17,195.42,62.98,11.05,11.05,30.54,100.35,12.39,0.05,5.16,11.43
India,"Financial Year (Apr - Mar), 2005",VICE PRESIDENT'S SECRETARIAT,,0.45,0.1,0.05,0.01,0.05,0.05,0.02,0.01,0,0,0.01
India,"Financial Year (Apr - Mar), 2017",EXTERNAL AFFAIRS,Excluding missions abroad(*),302.45,15.97,34.59,,0,9.93,43.55,1.33,0.04,2.11,17.92
India,"Financial Year (Apr - Mar), 2006",ANIMAL HUSBANDRY AND DAIRYING,,37.02,10.15,4.64,0.9,0.56,3.25,1.31,0.98,0.11,2.6,0.45
India,"Financial Year (Apr - Mar), 2001",VICE PRESIDENT'S SECRETARIAT,,31.93,15.14,3.16,1.1,3.54,4.53,0.31,0.91,0,0,1.21
India,"Financial Year (Apr - Mar), 2005",HEALTH AND FAMILY WELFARE,,355.46,74.85,34.52,5.34,1.07,15.42,10.64,5.75,0,0,3.18
India,"Financial Year (Apr - Mar), 2012",PUBLIC ENTERPRISES,,2.55,1.73,0.45,,0,0.25,0.67,0.02,0,0.12,0.27
India,"Financial Year (Apr - Mar), 2007",PLANNING ( NITI AYOG ),,15.16,6.15,2.4,0.37,0.13,1.12,3.92,0.19,0.06,0,0.45
India,"Financial Year (Apr - Mar), 2010",RAILWAYS,,19095.27,7829.07,2196.06,,633.49,2125.52,1050.01,972.85,36.46,527.16,1701
India,"Financial Year (Apr - Mar), 2000",AGRICULTURE AND COOPERATION,,4648.44,1827.9,631.09,118.65,31.4,262.4,317.46,129.42,10.79,37.08,93.16
India,"Financial Year (Apr - Mar), 2009",RAILWAYS,,23956.21,4660.73,2024.94,,406.1,2250.36,1022.7,1048.24,24.3,593.85,1314.84
India,"Financial Year (Apr - Mar), 2003",POSTS,,164940.22,100284.56,17946.15,2191.72,3409.29,18031.75,3013.48,17109.95,467.26,6192.45,2703.96
India,"Financial Year (Apr - Mar), 2008",HEAVY INDUSTRY,,5.04,1.17,0.81,0.04,0.07,0.41,0.98,0.04,0.02,1.04,0.31
India,"Financial Year (Apr - Mar), 2015",CULTURE,,112.59,130.61,17.11,,1.38,12.98,15.26,1.85,0.13,7.44,16.88
India,"Financial Year (Apr - Mar), 2010",SCHOOL EDUCATION AND LITERACY,,4.85,2.11,0.66,,0.07,0.58,1.64,0.07,0.03,1.06,0.69
India,"Financial Year (Apr - Mar), 2003",ANIMAL HUSBANDRY AND DAIRYING,,2633.76,1520.3,326.61,56.98,54.26,296.39,84.18,107.34,11.84,87.42,48.03
India,"Financial Year (Apr - Mar), 2013",PARLIAMENTARY AFFAIRS,,3.38,2.94,0.6,,0,0.33,0.92,0.03,0.01,0.19,0.41
India,"Financial Year (Apr - Mar), 2005",POSTS,,2504.8,601.15,283.19,31.58,35.35,200.99,29.78,206.18,6.49,83.81,22.78
India,"Financial Year (Apr - Mar), 2020",PANCHAYATI RAJ,,8.28,1.4,1,,0,0.77,0.13,0.07,0.22,0.52,0.73
India,"Financial Year (Apr - Mar), 2019","CHEMICALS , PETROCHEMICALS AND PHARMACEUTICALS",,12.23,1.94,1.8,,0,0.83,0.83,0.09,0.09,0,1
India,"Financial Year (Apr - Mar), 2016",SCIENCE AND TECHNOLOGY,,264.54,63.01,18.45,,0.05,16.85,12.09,4.92,0.38,9.85,17.62
India,"Financial Year (Apr - Mar), 2016",PLANNING ( NITI AYOG ),,62.1,16.15,6.73,,0.02,3.74,5.18,0.3,0.09,0.13,4.52
India,"Financial Year (Apr - Mar), 2008",POWER,,44.6,9.7,6.22,0.29,0.12,1.13,2.91,0.31,0.02,2,3.05
India,"Financial Year (Apr - Mar), 2005",TEXTILES,,50.87,10.67,5.7,0.58,0.76,2,3.16,0.59,0.17,0.33,0.4
India,"Financial Year (Apr - Mar), 2003",COAL,,266.15,151.18,36.63,5.82,3.67,24.37,30.92,4.51,5.8,9.26,5.06
India,"Financial Year (Apr - Mar), 2017",DEFENCE ( CIVIL ),,18799.57,996.38,2150.54,,737.24,1096.07,335.2,179.73,4.04,568.82,1237.86
India,"Financial Year (Apr - Mar), 2015",SPACE,,498.12,578.28,83.16,,0.85,350.48,60.88,0,0.63,39.1,51.91
India,"Financial Year (Apr - Mar), 2015",HOME AFFAIRS,,13375,15617.45,962.89,,2.36,8577.43,2068.78,233.49,4.07,206.6,1363.97
India,"Financial Year (Apr - Mar), 2009",PRIME MINISTER'S OFFICE,,12.8,2.42,0.5,,0.19,1.13,1.94,0.1,0.1,0,0.98
India,"Financial Year (Apr - Mar), 2020",HOUSING AND URBAN AFFAIRS,,1158.69,195.91,143.42,,1.4,62.47,20.93,8.9,1.89,9.53,77.23
India,"Financial Year (Apr - Mar), 2018",WOMEN AND CHILD DEVELOPMENT,,33.1,2.95,1.31,,0.01,2.52,1.32,0.25,0.1,0.7,2.53
India,"Financial Year (Apr - Mar), 2005",SOCIAL JUSTICE AND EMPOWERMENT,,8.49,1.79,0.85,0.13,0.29,0.49,0.34,0.12,0.04,0.1921,0.08
India,"Financial Year (Apr - Mar), 2018",INFORMATION AND BROADCASTING,,210.92,15.5,27.21,,0.03,20.03,7.06,2.24,1.29,3.64,13.25
India,"Financial Year (Apr - Mar), 2009",INFORMATION TECHNOLOGY,,196.73,50.09,26.95,,0.49,17.08,4.92,0.73,0.22,5.95,18.02
India,"Financial Year (Apr - Mar), 2013",FOOD AND PUBLIC DISTRIBUTION,,19.65,17.87,3.78,,0.15,3.86,1.66,0.3,0.3,0.89,2.97
India,"Financial Year (Apr - Mar), 2021",HEALTH AND FAMILY WELFARE,,1859.64,481.68,248.99,,0.15,260.41,13.13,13.96,1.2,26.37,126.95
India,"Financial Year (Apr - Mar), 2008","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,159.94,34.92,21,1,0.4,12.07,10.83,2.8,0.55,1.5,7.15
India,"Financial Year (Apr - Mar), 2019",TEXTILES,,142.67,20.6,17.01,,0.01,11.05,10.87,0.96,0.11,7.27,8.7
India,"Financial Year (Apr - Mar), 2000",INFORMATION AND BROADCASTING,,4588.31,1775.93,632.45,125.11,77.31,197.32,338.76,112.75,30.69,30.46,126.39
India,"Financial Year (Apr - Mar), 2013",DEVELOPMENT OF NE REGION,,6.33,5.83,0.94,,0.03,5.91,0.82,0.06,0.05,0.3,0.64
India,"Financial Year (Apr - Mar), 2016",ATOMIC ENERGY,,1957.64,540.84,96.8,,36.73,468.66,47.43,0,0.3,80.18,123.26
India,"Financial Year (Apr - Mar), 2017",SCHOOL EDUCATION AND LITERACY,,15.5,0.82,1.59,,0.01,0.72,0.71,0.08,0.08,0.83,1.16
India,"Financial Year (Apr - Mar), 2014",HEALTH AND FAMILY WELFARE,,621.9,659.15,112.79,,0.25,131.31,14.69,6.15,0.28,19.26,74.57
India,"Financial Year (Apr - Mar), 2020","ANIMAL HUSBANDRY , DAIRYING AND FISHERIES",,113.5,19.79,11.75,,0,9.34,2.97,1.23,0,2.34,8.59
India,"Financial Year (Apr - Mar), 2017",PLANNING ( NITI AYOG ),,79.41,3.99,9.55,,0,3.19,5.18,0.3,0.09,0.13,4.6
India,"Financial Year (Apr - Mar), 2015",PUBLIC ENTERPRISES,,2.34,2.74,0.31,,0,0.24,0.23,0.01,0.02,0.2,0.4
India,"Financial Year (Apr - Mar), 2000",COMMERCE,,7451.11,3011.11,929.86,143.58,170.01,473.45,697.79,101.1,34.16,17.57,125.39
India,"Financial Year (Apr - Mar), 2017",CONSUMER AFFAIRS,,52.12,2.6,6.51,,0.01,2.84,1.14,0.39,0.18,0.67,4.32
India,"Financial Year (Apr - Mar), 2014",LAND RESOURCES,,2.99,3.14,0.43,,0.01,0.77,0.21,0.02,0.03,0.29,0.55
India,"Financial Year (Apr - Mar), 2017",AGRICULTURAL RESEARCH AND EDUCATION,,4.09,0.18,0.42,,0,0.29,0.84,0.01,0,0,0.3
India,"Financial Year (Apr - Mar), 2019","ANIMAL HUSBANDRY , DAIRYING AND FISHERIES",,112.93,16.67,12.06,,0,9.08,5.1,1.11,0.1,2.31,8.26
India,"Financial Year (Apr - Mar), 2010",PRESIDENT'S SECRETARIAT,,5.68,2.34,0.21,,0.1,0.61,0.06,0.09,0.12,0.48,0.7
India,"Financial Year (Apr - Mar), 2013",UNION PUBLIC SERVICE COMMISSION,,30.99,27.79,5.34,,0.1,4.47,1.78,0.35,1.34,2.43,5.51
India,"Financial Year (Apr - Mar), 2014",PETROLEUM AND NATURAL GAS,,7.55,7.94,1,,0.04,0.88,1.26,0.05,0.1,0.84,1.21
India,"Financial Year (Apr - Mar), 2006",PRESIDENT'S SECRETARIAT,,3.19,0.88,0.11,0.09,0.09,0.24,0.01,0.06,0.05,0.02,0.03
India,"Financial Year (Apr - Mar), 2017",TEXTILES,,81.74,4.02,8.49,,0.01,6.44,5.77,0.87,0.03,2.8,4.88
India,"Financial Year (Apr - Mar), 2017",HEALTH AND FAMILY WELFARE,,1506.49,76.2,167.6,,0.09,165.12,15.42,15.09,0.37,31.09,95.88
India,"Financial Year (Apr - Mar), 2013",BIO - TECHNOLOGY,,6.01,5.23,1.07,,0,0.61,2.03,0.05,0.02,0.34,0.72
India,"Financial Year (Apr - Mar), 2000",URBAN DEVELOPMENT AND POVERTY ALLEVIATION,,19439.52,7744.79,2057.68,378.17,421.77,1161.67,429.93,629.23,31.45,114.59,284.93
India,"Financial Year (Apr - Mar), 2008",LAND RESOURCES,,2.23,0.59,0.32,0.02,0.03,0.16,0.34,0.02,0.04,0.08,0.16
India,"Financial Year (Apr - Mar), 2000",PLANNING ( NITI AYOG ),,1070.63,419.43,169.78,32.39,21.04,57.29,139.66,22.79,1.95,46.07,45.76
India,"Financial Year (Apr - Mar), 2014",COMMERCE,,148.14,151,24.77,,0.29,19.02,20.94,1.21,0.7,2.2,21.18
India,"Financial Year (Apr - Mar), 2010",POSTS,,3879.93,1436.44,571.69,,25.83,554.35,58.49,174.04,8.5,179.64,349.57
India,"Financial Year (Apr - Mar), 2012",POWER,,37.56,27.44,5.93,,0.03,4.17,4.38,0.3,0.2,3.13,3.04
India,"Financial Year (Apr - Mar), 2009",SPACE,,634.42,150.51,66.31,,1.07,159.96,31.65,1.38,0.1,21.08,25.86
India,"Financial Year (Apr - Mar), 2018",CULTURE,,306.47,27.84,42.9,,0.03,16.3,16.35,1.99,0.5,11.18,21.06
India,"Financial Year (Apr - Mar), 2008",RAILWAYS,,18023.57,4116.32,1728.06,67.55,386.27,1340.79,605.76,1240.31,10.78,376.54,729.39
India,"Financial Year (Apr - Mar), 2003",RAILWAYS,,773439.02,450308.12,68145.57,10288.62,18296.04,55946.68,33691.02,69901.56,2553.75,21092.91,10583.18
India,"Financial Year (Apr - Mar), 2013",WOMEN AND CHILD DEVELOPMENT,,11.79,10.51,2.14,,0.03,1.11,1.07,0.12,0.04,1.14,1.44
India,"Financial Year (Apr - Mar), 2001",SSI AGRO AND RURAL INDUSTRIES,,1914.72,844.13,267.08,35.13,6.9,104.19,96.21,55.39,1.32,50.32,59.27
India,"Financial Year (Apr - Mar), 2020",ELECTRONICS AND INFORMATION TECHNOLOGY,,571.09,97.09,91.05,,0.26,28.93,3.51,0.55,0.53,24.7,44.87
India,"Financial Year (Apr - Mar), 2014",RAILWAYS,,19783.85,20773.03,2276.3,,876.8,3989.41,1327.29,1245.46,15.22,2240.71,2496.47
India,"Financial Year (Apr - Mar), 2012",DRINKING WATER AND SANITATION,,2.1,1.47,0.52,,0,0.3,0.05,0.01,0.03,0.11,0.3
India,"Financial Year (Apr - Mar), 2018",SCHOOL EDUCATION AND LITERACY,,17.64,1.51,2.26,,0,1.03,0.84,0.1,0.04,0.78,1.22
India,"Financial Year (Apr - Mar), 2014",DRINKING WATER AND SANITATION,,2.69,2.83,0.38,,0.01,0.4,0.63,0.02,0,0.17,0.42
India,"Financial Year (Apr - Mar), 2003",TEXTILES,,2598.39,1512.23,299.8,46.8,30.6,158.42,276.3,75.02,18.98,51.56,62.79
India,"Financial Year (Apr - Mar), 2020",HEAVY INDUSTRY,,12.4,2.1,1.68,,0,0.83,0.6,0.11,0.01,0.9,0.97
India,"Financial Year (Apr - Mar), 2016",TEXTILES,,63.44,16.79,5.32,,0.02,6.53,5.77,1.15,0.1,2.05,4.83
India,"Financial Year (Apr - Mar), 2021",PROMOTION OF INDUSTRY AND INTERNAL TRADE,,185.71,47.36,26,,0.01,9.58,2.21,0.86,0.39,6.78,16.92
India,"Financial Year (Apr - Mar), 2019",INFORMATION AND BROADCASTING,,209.65,31.21,31.21,,0,12.6,11.48,0.63,0.92,11.58,18.03
India,"Financial Year (Apr - Mar), 2006",AYUSH,,3.23,0.89,0.55,0.05,0.01,0.26,0.52,0.03,0,0.1,0.03
India,"Financial Year (Apr - Mar), 2008",EXTERNAL AFFAIRS,Excluding missions abroad(*),67.24,17.61,9.94,0.83,0.28,3.72,36.83,0.88,0.79,6.2,2.33
India,"Financial Year (Apr - Mar), 2018",TRIBAL AFFAIRS,,16.8,1.41,2.26,,0,0.1,2.12,0.13,0.04,0.27,1.11
India,"Financial Year (Apr - Mar), 2021",FOOD AND PUBLIC DISTRIBUTION,,44.96,11.52,6.1,,0,2.57,1.19,0.22,0.24,1.44,3.61
India,"Financial Year (Apr - Mar), 2010",FINANCIAL SERVICES,,29.46,13.07,5,,0.12,4.43,1.45,0.47,0.18,1.53,3.1
India,"Financial Year (Apr - Mar), 2013",PANCHAYATI RAJ,,2.55,2.25,0.4,,0.01,0.26,0.35,0.02,0,0.09,0.32
India,"Financial Year (Apr - Mar), 2005",FERTILIZERS,,3.25,0.68,0.35,0.05,0.11,0.19,0.12,0.05,0.02,0,0.03
